,year_release,song_name,artist_name,popularity,danceability,energy,duration_ms,valence,interval
2498,2004,チキンライス,['浜田雅功と槇原敬之'],40,0.641,0.434,296693,0.474,2000-2004
2502,2008,Flavor Of Life,['Hikaru Utada'],0,0.588,0.867,286986,0.528,2005-2009
2547,2007,Christmas Time,['Bryan Adams'],39,0.505,0.443,247933,0.38,2005-2009
2597,2010,Monster,['ARASHI'],53,0.656,0.939,267514,0.744,2010-2014
2620,2014,Break Free,"['Ariana Grande', 'Zedd']",6,0.68,0.692,214840,0.289,2010-2014
2632,2014,Blank Space,['Taylor Swift'],78,0.76,0.703,231826,0.57,2010-2014
2668,1992,Christmas All Over Again,['Tom Petty and the Heartbreakers'],1,0.528,0.816,254200,0.666,1990-1994
2683,2009,マイガール,['ARASHI'],50,0.622,0.839,285189,0.915,2005-2009
2690,1970,I Saw Mommy Kissing Santa Claus,['The Jackson 5'],38,0.571,0.585,179666,0.732,1970-1974
2724,2011,Shooting Stars,['Bag Raiders'],11,0.649,0.716,235813,0.503,2010-2014
2737,1982,Here We Come a-Caroling / We Wish You a Merry Christmas,['Perry Como'],23,0.571,0.166,94733,0.707,1980-1984
2741,1998,真夏の果実,['サザンオールスターズ'],50,0.473,0.528,280000,0.446,1995-1999
2748,2003,Somewhere I Belong,['Linkin Park'],64,0.451,0.951,213933,0.442,2000-2004
2755,2013,Theorie und Praxis (feat. Joka),"['Bushido', 'Joka']",57,0.514,0.912,194160,0.542,2010-2014
2758,2012,Demons,['Imagine Dragons'],18,0.327,0.71,175200,0.416,2010-2014
2765,2014,Sun Models,"['ODESZA', 'Madelyn Grant']",4,0.683,0.481,160000,0.493,2010-2014
2776,1987,Everywhere - 2017 Remaster,['Fleetwood Mac'],48,0.73,0.487,226653,0.731,1985-1989
2835,2005,All Alone on Christmas,['Darlene Love'],29,0.61,0.852,222480,0.784,2005-2009
2845,2014,Bang Bang,"['Jessie J', 'Ariana Grande', 'Nicki Minaj']",7,0.703,0.747,199320,0.7,2010-2014
2885,2008,Human,['The Killers'],56,0.552,0.839,245373,0.576,2005-2009
2901,2013,Chocolate,['The 1975'],68,0.614,0.938,224673,0.607,2010-2014
2951,1942,White Christmas,"['Bing Crosby', 'Ken Darby Singers', 'John Scott Trotter & His Orchestra']",53,0.317,0.158,177480,0.247,1940-1944
2979,1999,Californication,['Red Hot Chili Peppers'],81,0.592,0.767,329733,0.328,1995-1999
3009,2005,Hips Don't Lie (feat. Wyclef Jean),"['Shakira', 'Wyclef Jean']",83,0.778,0.824,218093,0.756,2005-2009
3048,2008,愛唄,['GReeeeN'],28,0.5,0.8,236253,0.408,2005-2009
3052,2014,One Last Time,['Ariana Grande'],9,0.624,0.618,197253,0.122,2010-2014
3127,1963,The Little Drummer Boy,['Johnny Cash'],36,0.686,0.497,152266,0.559,1960-1964
3154,2011,Have Yourself a Merry Little Christmas,['Michael Bublé'],33,0.275,0.276,230306,0.195,2010-2014
3186,2014,家族になろうよ,['Masaharu Fukuyama'],57,0.495,0.422,307813,0.219,2010-2014
3190,2005,Best of You,['Foo Fighters'],76,0.366,0.94,255626,0.369,2005-2009
3199,2008,キセキ,['GReeeeN'],61,0.641,0.618,271160,0.338,2005-2009
3201,1995,WOW WAR TONIGHT〜時には起こせよムーヴメント〜 - TWO MILLION MIX,['H Jungle With t'],52,0.569,0.879,356200,0.737,1995-1999
3225,2007,Bleed It Out,['Linkin Park'],24,0.542,0.932,164760,0.698,2005-2009
3231,2010,若者のすべて,['Fujifabric'],29,0.596,0.651,296680,0.225,2010-2014
3251,2006,三日月,['ayaka'],58,0.496,0.476,279013,0.405,2005-2009
3253,2009,Yasashisa De Afureru Youni,['JUJU'],35,0.378,0.736,287666,0.372,2005-2009
3267,1971,Tiny Dancer,['Elton John'],80,0.414,0.428,377093,0.282,1970-1974
3285,1992,Christmas All Over Again,['Tom Petty and the Heartbreakers'],1,0.529,0.793,254200,0.739,1990-1994
3296,1944,Have Yourself A Merry Little Christmas,['Judy Garland'],45,0.156,0.184,162333,0.107,1940-1944
3315,1989,淋しい熱帯魚[Bonus Track] (Remastered 2013),['Wink'],49,0.636,0.954,269013,0.958,1985-1989
3324,1984,I Want To Break Free - Single Remix,['Queen'],76,0.795,0.435,258013,0.596,1980-1984
3358,1980,Wonderful Christmastime - Remastered 2011 / Edited Version,['Paul McCartney'],6,0.774,0.511,227653,0.771,1980-1984
3361,2008,Flavor Of Life,['Hikaru Utada'],0,0.582,0.865,286986,0.52,2005-2009
3365,2013,Wake Me Up - Radio Edit,['Avicii'],24,0.532,0.783,247426,0.643,2010-2014
3427,1998,Iris,['The Goo Goo Dolls'],78,0.315,0.715,289533,0.497,1995-1999
3468,1974,Step Into Christmas,['Elton John'],36,0.54,0.928,272333,0.796,1970-1974
3485,2002,Ragatanga (Asereje) - Versão Editada,['Rouge'],53,0.626,0.955,211461,0.968,2000-2004
3525,1999,A・RA・SHI,['ARASHI'],3,0.439,0.953,267069,0.475,1995-1999
3529,2014,Let It Go,['James Bay'],75,0.546,0.311,260533,0.246,2010-2014
3562,2014,Cosby Sweater,['Hilltop Hoods'],66,0.794,0.81,217720,0.802,2010-2014
3568,1986,Run Rudolph Run - Single Version,['Chuck Berry'],53,0.681,0.715,165733,0.957,1985-1989
3594,1999,All Star,['Smash Mouth'],80,0.731,0.867,200373,0.776,1995-1999
3603,2011,君に届け,['flumpool'],60,0.449,0.872,322586,0.523,2010-2014
3612,2013,Clock Strikes,['ONE OK ROCK'],58,0.488,0.921,235346,0.231,2010-2014
3703,2012,Quero Ser Feliz Também - Ao Vivo,['Natiruts'],69,0.755,0.55,214613,0.757,2010-2014
3713,2008,Viva La Vida,['Coldplay'],80,0.485,0.619,242373,0.416,2005-2009
3715,2009,ヒーロー,['FUNKY MONKEY BABYS'],54,0.622,0.818,293653,0.572,2005-2009
3756,1990,希望の轍,['稲村オーケストラ'],50,0.69,0.826,256507,0.711,1990-1994
3765,1991,Under the Bridge,['Red Hot Chili Peppers'],81,0.559,0.345,264306,0.458,1990-1994
3777,2007,箒星,['Mr.Children'],45,0.522,0.868,310866,0.784,2005-2009
3781,2004,Mr. Brightside,['The Killers'],78,0.356,0.924,222586,0.232,2000-2004
3796,2010,Three Lions,"['Baddiel, Skinner & Lightning Seeds']",39,0.55,0.699,228360,0.648,2010-2014
3801,1994,Christmas (Baby Please Come Home),['Mariah Carey'],51,0.566,0.782,153240,0.697,1990-1994
3807,2000,CENTER OF UNIVERSE,['Mr.Children'],39,0.444,0.786,332760,0.409,2000-2004
3822,1987,I Wanna Dance with Somebody (Who Loves Me),['Whitney Houston'],81,0.709,0.824,291293,0.867,1985-1989
3823,1973,La musique que j'aime,['Johnny Hallyday'],14,0.396,0.637,306866,0.718,1970-1974
3825,1969,Here Comes The Sun - Remastered 2009,['The Beatles'],84,0.557,0.54,185733,0.394,1965-1969
3835,2014,AM11:00,['HY'],42,0.6,0.649,323200,0.27,2010-2014
3839,2012,眠り姫,['SEKAI NO OWARI'],36,0.34,0.817,326640,0.396,2010-2014
3848,2003,クリスマス・イブRap,['KICK THE CAN CREW'],35,0.723,0.796,357000,0.74,2000-2004
3871,2011,Small Bump,['Ed Sheeran'],66,0.81,0.436,259413,0.446,2010-2014
3885,2014,Jingle Bell Rock,['Garou'],0,0.677,0.783,123520,0.775,2010-2014
3922,1974,Sweet Home Alabama,['Lynyrd Skynyrd'],82,0.596,0.605,283800,0.886,1970-1974
3995,2001,Hark! The Herald Angels Sing/It Came Upon A Midnight Clear - Remastered,['Bing Crosby'],0,0.288,0.324,184626,0.264,2000-2004
4001,2014,Magic in the Air (feat. Ahmed Chawki),"['Magic System', 'Chawki']",64,0.621,0.907,233693,0.884,2010-2014
4003,2011,Silent Night,['Michael Bublé'],30,0.24,0.124,227520,0.113,2010-2014
4022,2002,traveling,['Hikaru Utada'],0,0.677,0.964,313466,0.799,2000-2004
4031,1985,Walking In the Air,['Aled Jones'],32,0.358,0.185,206733,0.0956,1985-1989
4037,1990,Lonely This Christmas,['Mud'],28,0.551,0.325,213160,0.496,1990-1994
4082,1959,"Baby, It's Cold Outside",['Dean Martin'],45,0.469,0.196,143733,0.537,1955-1959
4086,1987,Sweet Child O' Mine,"[""Guns N' Roses""]",82,0.454,0.91,354520,0.63,1985-1989
4100,2009,It's Only Christmas,['Ronan Keating'],1,0.444,0.526,204120,0.246,2005-2009
4166,1992,"Poupée de cire, poupée de son",['France Gall'],38,0.533,0.579,150506,0.782,1990-1994
4198,2011,Christmas (Baby Please Come Home),['Michael Bublé'],33,0.495,0.793,187920,0.672,2010-2014
4235,2014,Somewhere Only We Know,['Lily Allen'],32,0.313,0.286,208504,0.287,2010-2014
4289,1993,All I Want For Christmas (Is My Two Front Teeth) - Remastered,['Nat King Cole Trio'],25,0.752,0.0869,151893,0.502,1990-1994
4298,2013,Addicted To You,['Avicii'],12,0.569,0.785,148386,0.303,2010-2014
4305,2010,Three Lions '98,"['Baddiel, Skinner & Lightning Seeds']",35,0.47,0.87,241360,0.385,2010-2014
4323,2000,Papercut,['Linkin Park'],73,0.524,0.939,184866,0.661,2000-2004
4440,2003,言葉より大切なもの,['ARASHI'],49,0.434,0.929,241863,0.67,2000-2004
4465,1973,Come and Get Your Love - Single Version,['Redbone'],78,0.731,0.804,205933,0.957,1970-1974
4522,2014,Até Você Voltar,['Henrique & Juliano'],54,0.747,0.849,204080,0.779,2010-2014
4580,2011,All I Want For Christmas Is You (SuperFestive!) Duet with Mariah Carey,"['Justin Bieber', 'Mariah Carey']",45,0.576,0.911,240333,0.401,2010-2014
4582,2007,Junge,['Die Ärzte'],61,0.563,0.792,187533,0.176,2005-2009
4584,2011,Drunk,['Ed Sheeran'],66,0.733,0.652,200093,0.459,2010-2014
4590,2000,Everything,['MISIA'],40,0.526,0.539,418666,0.286,2000-2004
4598,2011,Rolling in the Deep,['Adele'],77,0.73,0.77,228093,0.507,2010-2014
4621,1979,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",['Bee Gees'],13,0.703,0.826,285373,0.945,1975-1979
4622,1976,Como Nossos Pais,['Elis Regina'],33,0.51,0.399,260493,0.573,1975-1979
4660,1977,We Are The Champions - Remastered 2011,['Queen'],76,0.268,0.459,179200,0.175,1975-1979
4663,1994,Santa Claus Is Comin' to Town,['Frank Sinatra'],42,0.646,0.204,154640,0.687,1990-1994
4665,2013,Underneath the Tree,['Kelly Clarkson'],51,0.509,0.812,229640,0.689,2010-2014
4697,1999,Sang pour sang,['Johnny Hallyday'],2,0.483,0.449,252853,0.222,1995-1999
4700,1994,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",['Judy Garland'],1,0.273,0.161,162200,0.111,1990-1994
4702,2007,Fluorescent Adolescent,['Arctic Monkeys'],67,0.646,0.813,173493,0.821,2005-2009
4712,2006,Mardy Bum,['Arctic Monkeys'],72,0.634,0.599,175440,0.312,2005-2009
4715,2011,アイデンティティ,['Sakanaction'],44,0.499,0.792,246759,0.699,2010-2014
4787,1987,Everywhere - 2017 Remaster,['Fleetwood Mac'],78,0.73,0.487,226653,0.731,1985-1989
4790,1988,Driving Home for Christmas,['Chris Rea'],44,0.603,0.705,239946,0.89,1985-1989
4793,1987,Christmas (Baby Please Come Home),['U2'],1,0.297,0.812,139893,0.524,1985-1989
4804,1997,シーソーゲーム~勇敢な恋の歌~,['Mr.Children'],56,0.594,0.851,269866,0.783,1995-1999
4835,1997,浪漫飛行,['Kome Kome Club'],56,0.708,0.648,246840,0.969,1995-1999
4837,1945,God Rest Ye Merry Gentlemen,['Bing Crosby'],39,0.466,0.213,137266,0.693,1945-1949
4839,2003,The Nosebleed Section,['Hilltop Hoods'],61,0.846,0.828,219640,0.908,2000-2004
4852,2000,Crawling,['Linkin Park'],74,0.58,0.702,208960,0.299,2000-2004
4859,2001,Can You Keep A Secret?,['Hikaru Utada'],0,0.717,0.893,308466,0.688,2000-2004
4885,1979,いとしのエリー,['サザンオールスターズ'],43,0.437,0.463,264886,0.379,1975-1979
4890,1998,What Child Is This?/The Holly And The Ivy,['Bing Crosby'],5,0.34,0.181,200266,0.178,1995-1999
4893,2007,Salamander,['ELLEGARDEN'],22,0.434,0.856,226920,0.186,2005-2009
4925,2001,Drops of Jupiter,['Train'],79,0.468,0.64,259933,0.499,2000-2004
4929,2014,Baby It's Cold Outside (duet with Michael Bublé),"['Idina Menzel', 'Michael Bublé']",47,0.553,0.476,166146,0.558,2010-2014
4945,2008,Make You Feel My Love,['Adele'],20,0.325,0.18,212040,0.0997,2005-2009
4949,1978,Sleigh Ride,['Carpenters'],44,0.47,0.232,159440,0.552,1975-1979
4954,2013,Christmas Time (Don’t Let The Bells End),['The Darkness'],0,0.496,0.906,209413,0.405,2010-2014
4958,2006,She Moves In Her Own Way,['The Kooks'],71,0.41,0.803,169306,0.814,2005-2009
4977,1999,Vivre pour le meilleur,['Johnny Hallyday'],2,0.512,0.798,271893,0.25,1995-1999
4981,2007,I Wish It Could Be Christmas Everyday,['Wizzard'],40,0.383,0.914,278946,0.528,2005-2009
5039,2008,愛のうた,['Kumi Koda'],54,0.483,0.518,291026,0.275,2005-2009
5047,2011,Someone Like You,['Adele'],79,0.559,0.33,285040,0.285,2010-2014
5048,2011,The A Team,['Ed Sheeran'],76,0.642,0.289,258373,0.407,2010-2014
5061,1975,Bohemian Rhapsody - 2011 Mix,['Queen'],76,0.392,0.402,354320,0.228,1975-1979
5063,1993,真夏の夜の夢,['Yumi Matsutoya'],49,0.623,0.752,304173,0.857,1990-1994
5077,2003,Numb,['Linkin Park'],82,0.496,0.863,185586,0.243,2000-2004
5079,2011,Santa Baby,['Michael Bublé'],30,0.641,0.0964,231626,0.357,2010-2014
5087,2013,Hey Brother,['Avicii'],19,0.545,0.78,255093,0.458,2010-2014
5096,1994,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),"['Frank Sinatra', 'B. Swanson Quartet']",56,0.653,0.259,155453,0.835,1990-1994
5104,1975,Don't Go Breaking My Heart,"['Elton John', 'Kiki Dee']",77,0.729,0.844,275440,0.777,1975-1979
5126,1994,CROSS ROAD,['Mr.Children'],33,0.459,0.7,272706,0.708,1990-1994
5133,2010,花,['ORANGE RANGE'],29,0.416,0.747,254986,0.432,2010-2014
5137,2011,Give Me Love,['Ed Sheeran'],73,0.526,0.328,526386,0.11,2010-2014
5147,2004,"Lose Yourself - From ""8 Mile"" Soundtrack",['Eminem'],77,0.686,0.735,322226,0.0596,2000-2004
5168,2004,Numb / Encore,"['JAY-Z', 'Linkin Park']",76,0.687,0.793,205733,0.751,2000-2004
5174,1957,O Little Town of Bethlehem,['Elvis Presley'],40,0.324,0.0406,155493,0.218,1955-1959
5182,2000,Points of Authority,['Linkin Park'],67,0.512,0.97,200240,0.427,2000-2004
5224,2000,In the End,['Linkin Park'],84,0.556,0.864,216880,0.4,2000-2004
5234,2014,A.W.A,"['Lacrim', 'French Montana']",60,0.835,0.732,162733,0.28,2010-2014
5262,1970,Santa Claus Is Coming To Town,['The Jackson 5'],16,0.682,0.577,143773,0.943,1970-1974
5282,2003,明日への扉,['I WiSH'],52,0.5,0.613,292040,0.456,2000-2004
5303,2006,空も飛べるはず,['SPITZ'],58,0.593,0.81,271400,0.67,2005-2009
5310,1990,Freedom! '90,['George Michael'],12,0.673,0.813,390866,0.896,1990-1994
5346,2006,Crazy,['Gnarls Barkley'],77,0.855,0.587,177466,0.64,2005-2009
5364,2012,Santa Claus Is Coming To Town,['Rod Stewart'],2,0.746,0.458,166653,0.596,2010-2014
5367,2006,Sobakasu,['JUDY AND MARY'],44,0.474,0.838,254360,0.572,2005-2009
5387,1999,I Will Survive,['Gloria Gaynor'],6,0.772,0.634,197573,0.663,1995-1999
5398,1965,A Holly Jolly Christmas - Single Version,['Burl Ives'],47,0.683,0.375,135533,0.888,1965-1969
5409,2013,Kölsche Jung - Party Edit,['Brings'],56,0.599,0.992,241800,0.372,2010-2014
5414,1970,God Rest Ye Merry Gentlemen - Single Version,['Bing Crosby'],0,0.474,0.257,137720,0.684,1970-1974
5431,2003,In Da Club,['50 Cent'],78,0.899,0.713,193466,0.777,2000-2004
5432,1984,Thank God It's Christmas - Non-Album Single,['Queen'],44,0.296,0.421,261626,0.335,1980-1984
5444,2014,Stay With Me,['Sam Smith'],84,0.418,0.42,172723,0.184,2010-2014
5503,2012,Same Love - feat. Mary Lambert,"['Macklemore & Ryan Lewis', 'Mary Lambert']",68,0.688,0.473,318525,0.299,2010-2014
5578,1994,春よ、来い,['Yumi Matsutoya'],51,0.542,0.529,288567,0.184,1990-1994
5601,1984,Wake Me up Before You Go-Go,['Wham!'],80,0.62,0.574,231333,0.9,1980-1984
5634,2014,Bad Blood,['Taylor Swift'],58,0.646,0.794,211933,0.287,2010-2014
5647,2012,Jingle Bell Rock (Glee Cast Version),['Glee Cast'],45,0.623,0.738,152946,0.874,2010-2014
5667,1990,The Horses,['Daryl Braithwaite'],63,0.707,0.275,256106,0.195,1990-1994
5717,2007,愛唄,['GReeeeN'],63,0.505,0.791,236253,0.425,2005-2009
5752,1991,The Christmas Song (Merry Christmas To You),['Nat King Cole'],34,0.31,0.095,190973,0.188,1990-1994
5753,2014,Winter Wonderland,"['Tony Bennett', 'Lady Gaga']",2,0.604,0.497,149306,0.72,2010-2014
5766,1990,Joy To The World,['Nat King Cole'],15,0.559,0.381,86200,0.667,1990-1994
5820,2013,Willst du,['Alligatoah'],66,0.733,0.751,218964,0.701,2010-2014
5859,1958,Sleigh Ride,['Johnny Mathis'],32,0.605,0.664,178720,0.886,1955-1959
5863,2014,Wildest Dreams,['Taylor Swift'],61,0.55,0.688,220440,0.465,2010-2014
5870,1976,Hotel California - 2013 Remaster,['Eagles'],83,0.579,0.508,391376,0.609,1975-1979
5897,2014,Bittersweet,['ARASHI'],51,0.695,0.919,288103,0.901,2010-2014
5898,1982,Under Pressure - Remastered,"['Queen', 'David Bowie']",81,0.671,0.712,248440,0.462,1980-1984
5903,1994,Half the World Away - Remastered,['Oasis'],56,0.339,0.459,267333,0.22,1990-1994
5909,2010,Kanzen kankaku Dreamer,['ONE OK ROCK'],54,0.558,0.914,252200,0.711,2010-2014
5917,2011,Santa Claus Is Coming to Town,['Michael Bublé'],33,0.594,0.389,171093,0.396,2010-2014
5920,1996,Baby It's Cold Outside,"['Ella Fitzgerald', 'Louis Jordan']",1,0.768,0.0797,163706,0.607,1995-1999
5926,1994,O Holy Night,['Mariah Carey'],47,0.362,0.505,266933,0.192,1990-1994
5927,1978,Merry Christmas Darling - Remix,['Carpenters'],43,0.339,0.205,186973,0.166,1975-1979
5932,2008,そばにいるね,"['Thelma Aoyama', 'SoulJa']",54,0.671,0.722,302906,0.79,2005-2009
5972,1983,OH MY LITTLE GIRL,['Yutaka Ozaki'],54,0.557,0.393,275173,0.204,1980-1984
6032,2014,The Nights,['Avicii'],81,0.527,0.835,176658,0.654,2010-2014
6033,1976,Gabrielle,['Johnny Hallyday'],12,0.599,0.621,173733,0.963,1975-1979
6065,1960,Sleigh Ride,['Ella Fitzgerald'],46,0.508,0.287,175986,0.644,1960-1964
6070,2000,Last Resort,['Papa Roach'],16,0.581,0.887,199893,0.724,2000-2004
6120,2007,Let's Dance to Joy Division,['The Wombats'],54,0.397,0.839,191293,0.764,2005-2009
6151,2008,ギフト,['ET-KING'],51,0.632,0.731,255680,0.549,2005-2009
6157,1989,I Won't Back Down,['Tom Petty'],74,0.765,0.476,178360,0.965,1985-1989
6160,1999,ニシエヒガシエ,['Mr.Children'],41,0.581,0.853,297226,0.707,1995-1999
6168,1967,Respect,['Aretha Franklin'],73,0.805,0.558,147600,0.965,1965-1969
6230,2008,Breakeven,['The Script'],45,0.63,0.698,261426,0.529,2005-2009
6265,2012,Silhouettes - Original Radio Edit,['Avicii'],10,0.605,0.8,211880,0.836,2010-2014
6279,2003,ジターバグ,['ELLEGARDEN'],47,0.428,0.984,199826,0.289,2000-2004
6326,2014,Shut Up and Dance,['WALK THE MOON'],80,0.578,0.866,199080,0.619,2010-2014
6333,2007,鱗(うろこ),['Motohiro Hata'],0,0.442,0.748,324053,0.493,2005-2009
6343,2014,Jingle Bell Rock,['The Vamps'],3,0.746,0.552,135206,0.876,2010-2014
6352,1999,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"['Perry Como', 'The Fontane Sisters', 'Mitchell Ayres & His Orchestra']",17,0.725,0.276,155933,0.717,1995-1999
6386,1979,Highway to Hell,['AC/DC'],83,0.573,0.913,208400,0.422,1975-1979
6412,1974,Killer Queen - 2011 Mix,['Queen'],67,0.535,0.65,179600,0.61,1970-1974
6423,2013,Last Christmas,['Ariana Grande'],53,0.504,0.8,203653,0.789,2010-2014
6436,2005,Fix You,['Coldplay'],82,0.209,0.418,295533,0.123,2005-2009
6438,2014,I LOVE YOU,['Chris Hart'],56,0.303,0.452,311453,0.253,2010-2014
6450,2014,"Happy - From ""Despicable Me 2""",['Pharrell Williams'],30,0.647,0.822,232720,0.962,2010-2014
6460,2011,I Wish Everyday Could Be Like Christmas,['Bon Jovi'],0,0.333,0.492,267266,0.498,2010-2014
6483,2008,I'm Yours,['Jason Mraz'],72,0.686,0.457,242186,0.718,2005-2009
6487,2010,Marry You,['Bruno Mars'],74,0.62,0.832,230120,0.481,2010-2014
6489,1976,American Girl,['Tom Petty and the Heartbreakers'],75,0.55,0.824,214733,0.777,1975-1979
6497,2004,Do They Know It's Christmas? - 1984 Version,['Band Aid'],52,0.599,0.642,222533,0.349,2000-2004
6502,1976,Somebody To Love - 2011 Mix,['Queen'],76,0.406,0.698,296480,0.333,1975-1979
6534,2008,GIFT,['Mr.Children'],49,0.462,0.726,344800,0.483,2005-2009
6541,2003,From the Inside,['Linkin Park'],57,0.466,0.965,173933,0.453,2000-2004
6562,2012,I Knew You Were Trouble.,['Taylor Swift'],67,0.622,0.469,217973,0.679,2010-2014
6584,1995,Wonderwall - Remastered,['Oasis'],78,0.378,0.896,258773,0.469,1995-1999
6589,2002,'Till I Collapse,"['Eminem', 'Nate Dogg']",15,0.551,0.851,297893,0.1,2000-2004
6615,1992,Courage (For Hugh MacLennan),['The Tragically Hip'],47,0.552,0.513,267360,0.326,1990-1994
6635,2011,Jingle Bells (feat. The Puppini Sisters),"['Michael Bublé', 'The Puppini Sisters']",35,0.702,0.588,159973,0.849,2010-2014
6652,2011,White Christmas,['Michael Bublé'],29,0.528,0.524,204156,0.613,2010-2014
6713,1973,Step Into Christmas,['Elton John'],49,0.526,0.925,272393,0.819,1970-1974
6753,2014,Sugar,['Maroon 5'],50,0.744,0.783,235493,0.885,2010-2014
6773,2003,Lose Yourself - Soundtrack Version,['Eminem'],0,0.689,0.763,326640,0.0601,2000-2004
6796,2009,Believe,['ARASHI'],51,0.58,0.968,284285,0.56,2005-2009
6805,1968,I Say a Little Prayer,['Aretha Franklin'],76,0.59,0.355,216773,0.499,1965-1969
6850,2010,Seek Bromance - Avicii Vocal Edit,"['Tim Berg', 'Avicii']",58,0.515,0.837,203960,0.52,2010-2014
6860,2013,One More Sleep,['Leona Lewis'],45,0.639,0.815,239586,0.758,2010-2014
6869,2013,You Make Me,['Avicii'],9,0.586,0.727,233346,0.496,2010-2014
6872,1982,Billie Jean,['Michael Jackson'],82,0.92,0.654,293826,0.847,1980-1984
6904,2000,口笛,['Mr.Children'],44,0.573,0.716,348866,0.443,2000-2004
6922,2005,Gold Digger,"['Kanye West', 'Jamie Foxx']",15,0.646,0.696,207626,0.625,2005-2009
6927,2005,桜,['KOBUKURO'],57,0.462,0.414,360453,0.342,2005-2009
6932,1986,Jingle Bell Rock,['Bobby Helms'],0,0.741,0.34,129893,0.838,1985-1989
6933,1991,Merry Xmas Everybody,['Slade'],29,0.367,0.623,205466,0.511,1990-1994
6956,1998,Allumer le feu,['Johnny Hallyday'],0,0.543,0.968,329200,0.379,1995-1999
7011,2000,感謝カンゲキ雨嵐,['ARASHI'],50,0.612,0.915,287698,0.722,2000-2004
7027,1990,Deck The Halls,['Nat King Cole'],25,0.638,0.409,69000,0.968,1990-1994
7038,1999,つつみ込むように・・・,['MISIA'],29,0.62,0.854,348400,0.596,1995-1999
7043,1999,A・RA・SHI,['ARASHI'],52,0.439,0.953,267069,0.475,1995-1999
7048,1995,Don't Look Back in Anger - Remastered,['Oasis'],72,0.327,0.938,289560,0.326,1995-1999
7091,2014,Ni**as In Paris,"['JAY-Z', 'Kanye West']",62,0.757,0.882,219320,0.684,2010-2014
7145,1984,Summer Of '69,['Bryan Adams'],49,0.505,0.71,216973,0.771,1980-1984
7178,2014,Bang Bang,"['Jessie J', 'Ariana Grande', 'Nicki Minaj']",14,0.711,0.774,199386,0.715,2010-2014
7184,2012,ハピネス,['AI'],56,0.642,0.914,255760,0.448,2010-2014
7203,1987,Get Wild,['TM NETWORK'],52,0.624,0.856,240333,0.836,1985-1989
7212,2010,How To Make Gravy,['Paul Kelly'],13,0.396,0.735,267306,0.36,2010-2014
7217,1996,DEPARTURES - RADIO EDIT,['globe'],52,0.614,0.708,315000,0.152,1995-1999
7221,2014,Time of Our Lives,"['Pitbull', 'Ne-Yo']",78,0.72,0.802,229360,0.723,2010-2014
7222,2013,3005,['Childish Gambino'],7,0.473,0.461,234213,0.615,2010-2014
7239,1990,O Tannenbaum,['Nat King Cole'],13,0.242,0.283,182106,0.239,1990-1994
7243,1980,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,['Paul McCartney'],25,0.774,0.511,227653,0.771,1980-1984
7247,2006,Chasing Cars,['Snow Patrol'],79,0.563,0.592,267933,0.136,2005-2009
7249,2012,Can't Hold Us - feat. Ray Dalton,['Macklemore & Ryan Lewis'],83,0.641,0.922,258342,0.847,2010-2014
7261,2013,Cocoa Butter Kisses,"['Chance the Rapper', 'Vic Mensa', 'Twista']",72,0.679,0.645,307187,0.203,2010-2014
7275,2005,プラネタリウム,['Ai Otsuka'],57,0.375,0.576,307833,0.503,2005-2009
7296,2004,Everything,['MISIA'],22,0.525,0.527,420733,0.297,2000-2004
7314,1995,"Hello,Again~昔からある場所~",['My Little Lover'],57,0.546,0.621,310120,0.488,1995-1999
7319,1989,Free Fallin',['Tom Petty'],79,0.623,0.449,256000,0.572,1985-1989
7320,1984,Thank God It's Christmas - Non-Album Single,['Queen'],0,0.296,0.421,261626,0.335,1980-1984
7332,1992,Wheat Kings,['The Tragically Hip'],54,0.538,0.231,259000,0.374,1990-1994
7338,2009,Pra Você Guardei O Amor,"['Nando Reis', 'Ana Cañas']",70,0.485,0.386,343813,0.354,2005-2009
7347,2010,春夏秋冬,['Hilcrhyme'],0,0.502,0.783,297640,0.448,2010-2014
7404,2014,I'm Not The Only One,['Sam Smith'],23,0.453,0.496,239316,0.501,2010-2014
7443,2008,若者のすべて,['Fujifabric'],55,0.585,0.665,296400,0.321,2005-2009
7465,2001,Only Holy Story,['STEADY&CO.'],37,0.619,0.679,310466,0.516,2000-2004
7480,2012,Walking in the Air,['Aled Jones'],4,0.358,0.185,206733,0.0956,2010-2014
7489,2008,Burnin' Up,['Jonas Brothers'],0,0.665,0.948,175346,0.841,2005-2009
7490,2012,Payphone,"['Maroon 5', 'Wiz Khalifa']",79,0.743,0.752,231173,0.545,2010-2014
7494,1967,Ain't No Mountain High Enough,"['Marvin Gaye', 'Tammi Terrell']",22,0.669,0.616,151666,0.818,1965-1969
7501,2006,チェリー,['SPITZ'],55,0.652,0.806,261333,0.732,2005-2009
7511,2011,Holly Jolly Christmas,['Michael Bublé'],43,0.647,0.465,119786,0.699,2010-2014
7576,2011,祈り花,['HIRAIDAI'],0,0.536,0.719,263480,0.563,2010-2014
7596,2001,小さな恋のうた,['MONGOL800'],69,0.403,0.778,222640,0.628,2000-2004
